subsample/colsample_bytree/n_estimators/max_depth/learning_rate,fit,eval
0.5/0.5/300/9/0.001,0.9391709757117065,1.0461023321961638
0.5/0.5/400/5/0.001,0.9919777640377309,1.0524643375800729
0.8/0.5/400/5/0.001,0.9861978479594324,1.0537365188881682
0.5/1/200/9/0.001,0.9723003252409715,1.0591928153662795
0.8/0.5/300/7/0.001,0.9693218989969625,1.0614368877930118
0.5/0.5/300/7/0.001,0.9825260655584779,1.061797959782314
0.8/1/200/9/0.001,0.9488399741559073,1.0619145960703342
0.8/0.8/200/9/0.001,0.9586495159051316,1.0659600510176295
0.5/1/300/5/0.001,1.0090411511864628,1.066371849022059
0.5/0.8/200/9/0.001,0.9810841098851493,1.067385392956432
0.8/1/300/5/0.001,1.003839176706135,1.069691879013895
0.5/0.8/300/5/0.001,1.013863956495389,1.0712541948539887
0.8/0.8/300/5/0.001,1.009348308398533,1.071828727948574
0.5/1/200/7/0.001,1.012416370001555,1.0788865942857984
0.8/1/200/7/0.001,1.0013695231855155,1.0820401237975434
0.8/0.8/200/7/0.001,1.0075748005911904,1.0854526369934914
0.5/0.8/200/7/0.001,1.0197629448441408,1.0855272130873979
0.5/0.5/300/5/0.001,1.033741860538756,1.0876706992156597
0.8/0.5/300/5/0.001,1.030360502101886,1.088865618095189
0.8/0.5/200/9/0.001,0.9892953897949593,1.0898753393932727
0.5/1/400/3/0.001,1.0449047620515874,1.0899004127310623
0.5/0.5/200/9/0.001,1.0078187191583257,1.0922073827139844
0.8/1/400/3/0.001,1.0499833332939772,1.0923381750645338
0.5/0.8/400/3/0.001,1.048841294265613,1.09332358452345
0.8/0.8/400/3/0.001,1.0522103028068965,1.0942312248941815
0.5/0.5/400/3/0.001,1.0599473020198915,1.1022076289694072
0.8/0.5/400/3/0.001,1.0616988449695268,1.1037374580196073
0.8/0.5/200/7/0.001,1.0339309915664363,1.105949267683001
0.5/0.5/200/7/0.001,1.0431615677018409,1.1079390135589935
0.5/1/200/5/0.001,1.0638244638271812,1.112326987317064
0.8/1/200/5/0.001,1.0617004449013288,1.1158413702577783
0.5/0.8/200/5/0.001,1.0683704302512977,1.117847287711376
0.8/0.8/200/5/0.001,1.066470407224738,1.1184282344322498
0.5/1/300/3/0.001,1.0808113597460085,1.1238535454675826
0.8/1/300/3/0.001,1.086046284900794,1.1261644032301885
0.5/0.8/300/3/0.001,1.0853787275232245,1.1281912951916624
0.8/0.8/300/3/0.001,1.0883003083611846,1.1287721692366153
0.5/0.5/200/5/0.001,1.085234601676532,1.1330479316919373
0.8/0.5/200/5/0.001,1.0830223584653047,1.1336490299175175
0.5/1/100/9/0.001,1.0782306049789514,1.1344420581127546
0.5/0.5/300/3/0.001,1.0948238972035729,1.1351616206165267
0.8/1/100/9/0.001,1.064814427074321,1.1353340651018784
0.8/0.5/300/3/0.001,1.0968050260927704,1.1367816471566958
0.8/0.8/100/9/0.001,1.0722480193769306,1.1405962875218258
0.5/0.8/100/9/0.001,1.086139916647208,1.1417583797670516
0.5/1/100/7/0.001,1.1045121755345555,1.150074081923896
0.8/1/100/7/0.001,1.099575110344639,1.152569829218057
0.8/0.8/100/7/0.001,1.1045500028053636,1.1569470692972061
0.5/0.8/100/7/0.001,1.1110698819680018,1.157979103470419
0.8/0.5/100/9/0.001,1.0954001278417087,1.1620642960585386
0.5/0.5/100/9/0.001,1.106482373701947,1.163267217438238
0.5/1/200/3/0.001,1.1234311766861103,1.1635417602866962
0.5/0.8/200/3/0.001,1.1277461574806946,1.1668637729027074
0.8/1/200/3/0.001,1.1300380827986092,1.1677818104506952
0.8/0.8/200/3/0.001,1.1314232613616215,1.1695354442605908
0.5/0.5/200/3/0.001,1.1351204953948695,1.1721403489945585
0.8/0.5/100/7/0.001,1.1233584167085797,1.1743425262163378
0.8/0.5/200/3/0.001,1.1375428607150468,1.174355508629867
0.5/0.5/100/7/0.001,1.1281885740162112,1.175995606819595
0.5/1/100/5/0.001,1.1385186767578854,1.1769924398999208
0.5/0.8/100/5/0.001,1.142040077446461,1.1814985178898683
0.8/1/100/5/0.001,1.1394025919830997,1.1825472628769549
0.8/0.8/100/5/0.001,1.1423505432874086,1.1838632913564413
0.8/0.5/100/5/0.001,1.153214698073284,1.1932727593135992
0.5/0.5/100/5/0.001,1.1541789992436742,1.1932852591170302
0.5/1/100/3/0.001,1.1776578042060544,1.2129403572266164
0.5/0.8/100/3/0.001,1.1801880757534653,1.2147215762060286
0.8/1/100/3/0.001,1.1823067199850215,1.217354527277568
0.8/0.8/100/3/0.001,1.1828324891108128,1.2181900572651394
0.5/0.5/100/3/0.001,1.1852023091702883,1.21830935102513
0.8/0.5/100/3/0.001,1.1864241470448953,1.2202700873037318
