subsample/colsample_bytree/n_estimators/max_depth/learning_rate,fit,eval
0.8/1/400/9/0.01,0.376949966751463,0.8534860833900917
0.8/0.5/400/9/0.01,0.3830376418628678,0.8547813779356047
0.8/0.8/400/9/0.01,0.3801701972916289,0.855112976451726
0.8/1/300/9/0.01,0.4079493451057684,0.8566594950393214
0.8/1/400/7/0.01,0.5020750036152102,0.8569065328543402
0.5/0.5/400/9/0.01,0.468166789345174,0.8578365878432046
0.8/0.8/400/7/0.01,0.513457378746929,0.8584618468572033
0.8/0.8/300/9/0.01,0.41515126411277115,0.858471839098297
0.8/0.5/300/9/0.01,0.4283010284874187,0.8590042387829537
0.8/0.5/300/7/0.01,0.558092118149573,0.8603556764789487
0.8/0.5/400/7/0.01,0.558092118149573,0.8603556764789487
0.8/1/300/7/0.01,0.5369718382996285,0.8611053764529272
0.8/0.8/300/7/0.01,0.5413792259756116,0.8622208415634829
0.5/0.5/300/9/0.01,0.5093886764140014,0.8630593624292151
0.8/1/200/9/0.01,0.46328816622417146,0.8639573409124474
0.5/0.8/400/9/0.01,0.4956834137786326,0.8645090451746343
0.8/0.8/200/9/0.01,0.4695639786838391,0.8657698891802282
0.5/0.5/400/7/0.01,0.6093038274300054,0.8659420040357244
0.5/0.5/300/7/0.01,0.6093038274300054,0.8659420040357244
0.5/0.8/300/9/0.01,0.5061436478010589,0.8662263243730439
0.8/0.8/400/5/0.01,0.6751365614983327,0.8692063773070786
0.8/0.8/200/7/0.01,0.5925774522702858,0.8706166121531869
0.5/1/300/9/0.01,0.523727736737108,0.8706772893792583
0.5/1/400/9/0.01,0.523727736737108,0.8706772893792583
0.8/0.5/200/9/0.01,0.49236371804548723,0.8710088708611256
0.5/0.8/400/7/0.01,0.5820612225612735,0.8712025951160407
0.8/1/200/7/0.01,0.5867801448311566,0.8712386105054516
0.5/1/400/7/0.01,0.5947550165504368,0.8719937784814469
0.8/0.5/400/5/0.01,0.6739492271420232,0.8721904130128653
0.5/0.5/200/9/0.01,0.5692596577987568,0.8724010637595976
0.5/1/300/7/0.01,0.5989641168864941,0.8727075939217728
0.5/0.8/200/9/0.01,0.5592469266848972,0.8727412787154478
0.8/0.8/300/5/0.01,0.689200981969277,0.8730500713370442
0.8/1/400/5/0.01,0.6735399138473122,0.8731750492042272
0.5/0.8/400/5/0.01,0.6902397934163245,0.8731817907789423
0.8/0.5/200/7/0.01,0.6095446718193197,0.8735806013420652
0.5/1/200/9/0.01,0.547307518170758,0.8737459053870457
0.8/1/300/5/0.01,0.6843334699631137,0.8752561700034222
0.5/0.8/300/7/0.01,0.60457265972073,0.8753578619837136
0.5/0.5/200/7/0.01,0.6533028603892148,0.8769089247465018
0.8/0.5/300/5/0.01,0.6995663978820879,0.8799941188484022
0.5/0.8/300/5/0.01,0.7143299523517166,0.8800093205243766
0.5/1/200/7/0.01,0.640445829808233,0.8804976074378589
0.5/1/400/5/0.01,0.6950037400832101,0.8831588003846196
0.5/0.8/200/7/0.01,0.6457947033195229,0.8838013263277376
0.5/0.5/400/5/0.01,0.7153337528337491,0.8844676355984946
0.8/1/200/5/0.01,0.7241769980796101,0.8861819499434932
0.5/0.5/300/5/0.01,0.7225078573809105,0.8864234984103745
0.8/0.8/200/5/0.01,0.7290099160136055,0.8870671311630488
0.5/1/300/5/0.01,0.7131921219405992,0.8893257049849761
0.8/0.5/400/3/0.01,0.8034476910866981,0.890280496350819
0.5/0.8/200/5/0.01,0.7512358993936407,0.8918976789710462
0.8/1/400/3/0.01,0.7967913362482157,0.8929365563390932
0.8/0.5/200/5/0.01,0.7395282392361541,0.8938346914081804
0.5/0.8/400/3/0.01,0.8155651348468697,0.8964651993139932
0.8/1/100/9/0.01,0.5969607677707616,0.8968556566581144
0.8/0.8/400/3/0.01,0.8042639612610009,0.897009001759062
0.8/1/300/3/0.01,0.8149694837071404,0.8991198666812217
0.5/1/400/3/0.01,0.8051067387516037,0.8991522406594136
0.5/0.5/200/5/0.01,0.7604084272277735,0.8991569964221359
0.8/0.5/300/3/0.01,0.8227307223825524,0.8992010449902135
0.8/0.8/100/9/0.01,0.6064333487601841,0.9012180610098832
0.5/1/200/5/0.01,0.7477466934736062,0.9012248929553955
0.5/0.8/300/3/0.01,0.8244022800781465,0.9016304230386892
0.8/0.8/300/3/0.01,0.8173754258060987,0.9016920705734313
0.5/0.5/400/3/0.01,0.819042219943613,0.9024935945596876
0.5/1/100/9/0.01,0.6561161922845824,0.9048525956802858
0.5/0.8/100/9/0.01,0.6717106073802749,0.9055725431849174
0.5/0.5/300/3/0.01,0.8280003543208884,0.906663707213943
0.5/1/300/3/0.01,0.819475118713958,0.9075229034255154
0.8/1/100/7/0.01,0.696410127816267,0.9100908002090307
0.8/0.5/100/9/0.01,0.6341862155600877,0.9131069757934704
0.5/0.5/100/9/0.01,0.6906298738566153,0.913289032847971
0.5/1/100/7/0.01,0.7309996919128087,0.9133868514260512
0.8/0.8/100/7/0.01,0.7057136986283036,0.914298503131815
0.8/1/200/3/0.01,0.8481017193538933,0.9183344707975163
0.5/0.8/200/3/0.01,0.8518993651607382,0.9192604841996476
0.8/0.5/200/3/0.01,0.8548077593561596,0.9198345986476724
0.8/0.8/200/3/0.01,0.8496335612484663,0.9198585477682222
0.5/0.8/100/7/0.01,0.743148067522844,0.921989559654671
0.8/0.5/100/7/0.01,0.7288449711315311,0.9225156339348852
0.5/0.5/200/3/0.01,0.8543005637950131,0.923101876716397
0.5/0.5/100/7/0.01,0.7622368103985562,0.9235732706921636
0.5/1/200/3/0.01,0.8476743318311827,0.9253730656091741
0.8/1/100/5/0.01,0.8124323564447247,0.9304371456023437
0.5/0.8/100/5/0.01,0.8286111162833643,0.9327156685359104
0.8/0.8/100/5/0.01,0.8165014119434878,0.9340702413579767
0.5/1/100/5/0.01,0.8228927136292891,0.9350089679556093
0.8/0.5/100/5/0.01,0.8347416280486016,0.946343622552198
0.5/0.5/100/5/0.01,0.8468645342010455,0.9512755151723206
0.5/0.8/100/3/0.01,0.9238036946816247,0.9780285933867392
0.5/1/100/3/0.01,0.9180114080192762,0.9800269561346744
0.8/1/100/3/0.01,0.9242156437177838,0.980141754989543
0.5/1/400/9/0.001,0.843026942208842,0.9806032101094474
0.8/0.8/100/3/0.01,0.926420492427138,0.9809944762620728
0.8/1/400/9/0.001,0.803477838434042,0.9836813549136314
0.5/0.5/100/3/0.01,0.9306966704161224,0.9850790100603236
0.8/0.5/100/3/0.01,0.9349463866723796,0.985251390219237
0.5/0.8/400/9/0.001,0.8512386611541476,0.9861720931865334
0.8/0.8/400/9/0.001,0.8135397858976211,0.9863190252858063
0.5/1/400/7/0.001,0.8971014430553331,0.9988910676852996
0.8/1/400/7/0.001,0.8757972148346191,1.0020800592336294
0.5/0.8/400/7/0.001,0.9041305800973358,1.0037050723686258
0.8/0.8/400/7/0.001,0.883519805076368,1.0057510298062688
0.8/0.5/400/9/0.001,0.8516517917754072,1.0105783079596309
0.5/0.5/400/9/0.001,0.8833016548607922,1.0108073198904477
0.5/1/300/9/0.001,0.8992915845597228,1.013065520680533
0.8/1/300/9/0.001,0.8670643896240232,1.0162379226534404
0.8/0.8/300/9/0.001,0.877283843823993,1.019923696492561
0.5/0.8/300/9/0.001,0.9084440503625052,1.0200149625798334
0.8/0.5/400/7/0.001,0.9161748294215606,1.0255617609515335
0.5/0.5/400/7/0.001,0.9334524668705837,1.0264881876843701
0.5/1/400/5/0.001,0.9655217832757338,1.030187831083595
0.5/1/300/7/0.001,0.9475345071109568,1.0323604409028238
0.8/1/400/5/0.001,0.9585734932041614,1.034614747532822
0.5/0.8/400/5/0.001,0.9694899576287412,1.0346745954468868
0.8/1/300/7/0.001,0.9307131144476596,1.0358031418450953
0.8/0.8/400/5/0.001,0.9640480620041748,1.036495933426614
0.5/0.8/300/7/0.001,0.9549130520237807,1.0382136509721451
0.8/0.8/300/7/0.001,0.9383006617005916,1.0398566071607274
0.8/0.5/300/9/0.001,0.9133757585009564,1.0453523468393047
